HD10	Tilt D
HD13	Lean D
HD21	Lean D
HD27	Tossup
HD28	Tossup
HD30	Likely R
HD31	Likely D
HD33	Likely R
HD40	Tossup
HD50	Lean D
HD51	Lean D
HD66	Tossup
HD68	Lean D
HD72	Tilt D
HD73	Tossup
HD76	Tilt D
HD83	Tossup
HD84	Lean R
HD85	Tilt D
HD91	Lean D
HD93	Likely D
HD94	Likely D
HD96	Likely R
HD100	Tossup
SD7	Tossup
SD8	Tilt R
SD10	Lean D
SD11	Tilt R
SD12	Tilt D
SD13	Likely D
SD17	Tilt R
